Sign_class x1 y1 x2 y2 ID
49 0.877563 0.536469 0.0395617 0.103025 5
49 0.905319 0.511923 0.0401444 0.126695
49 0.901166 0.515529 0.0401704 0.120784 5
48 0.766019 0.537756 0.0253467 0.0828775 7
48 0.767056 0.536342 0.0255921 0.0835504 7
48 0.767394 0.535898 0.0256464 0.0837827 7
48 0.792852 0.507108 0.0259189 0.0932757
48 0.792865 0.507083 0.0259534 0.0932308 9
48 0.792867 0.507093 0.0259468 0.0931503 9
48 0.796438 0.502682 0.0252361 0.088132 9
48 0.805001 0.492445 0.0254246 0.0896723 9
48 0.827243 0.466823 0.0271271 0.0987069
48 0.831388 0.463538 0.0275087 0.100935 10
48 0.832176 0.462909 0.0275507 0.101269 10
48 0.837445 0.458689 0.0282021 0.106443 10
48 0.843602 0.453282 0.0276075 0.106246 10
48 0.845514 0.451386 0.0273502 0.105941 10
42 0.714416 0.630447 0.0395412 0.0539059 11
48 0.855947 0.439243 0.0286815 0.110615 10
42 0.716268 0.631273 0.0400429 0.055898 11
48 0.864596 0.431674 0.0269147 0.112617 10
42 0.717493 0.631067 0.0406759 0.0576279 11
48 0.867568 0.428885 0.0262488 0.113263 10
42 0.717845 0.630956 0.0407715 0.0580132 11
48 0.879509 0.415855 0.027663 0.115985 10
42 0.720597 0.630784 0.0399824 0.0601714 11
48 0.894949 0.39598 0.029021 0.120896 10
42 0.723086 0.629071 0.0412559 0.0619924 11
48 0.900494 0.388455 0.029542 0.122756 10
42 0.723847 0.628269 0.041691 0.0625709 11
42 0.724685 0.627966 0.042461 0.0625449 11
42 0.726609 0.626325 0.0420753 0.0628846 11
42 0.728559 0.625474 0.0426369 0.063772 11
42 0.729228 0.625247 0.042746 0.0641245 11
42 0.732095 0.623476 0.0441604 0.0671008 11
42 0.734241 0.621406 0.0459429 0.0702152 11
42 0.73501 0.620924 0.0465956 0.071362 11
42 0.737738 0.617332 0.0476978 0.0719586 11
42 0.739627 0.615068 0.0486861 0.0745227 11
42 0.740293 0.614393 0.0490495 0.0753961 11
42 0.7439 0.611126 0.049277 0.076192 11
42 0.748219 0.605287 0.0521679 0.0796772 11
42 0.749785 0.603428 0.0532151 0.081015 11
42 0.75143 0.601022 0.0520933 0.0833813 11
42 0.753553 0.598043 0.0527774 0.0831372 11
42 0.638849 0.482452 0.0326011 0.076278 12
42 0.754316 0.597075 0.0530084 0.0830711 11
42 0.638976 0.481754 0.0327877 0.0771159 12
42 0.756366 0.593872 0.0542434 0.0827171 11
42 0.639275 0.478914 0.0333981 0.0788498 12
42 0.760708 0.586734 0.0553259 0.0872391 11
42 0.639301 0.473465 0.0332447 0.0780896 12
42 0.764975 0.580249 0.0559884 0.0889221 11
42 0.639018 0.469981 0.0338625 0.0788634 12
42 0.766531 0.578203 0.056208 0.0895385 11
42 0.638921 0.469231 0.0340603 0.0792138 12
42 0.768877 0.578961 0.0565636 0.0926035 11
42 0.638699 0.468811 0.0331962 0.079093 12
42 0.772433 0.577531 0.0572021 0.0935548 11
42 0.638567 0.46753 0.0333989 0.0800445 12
42 0.778813 0.575428 0.0591207 0.0908091 11
42 0.783958 0.573279 0.0606976 0.0918895 11
42 0.639401 0.462068 0.0353686 0.0835718 12
42 0.785786 0.57234 0.0612598 0.0919627 11
42 0.639498 0.460965 0.0357446 0.0841838 12
42 0.792185 0.56927 0.0613889 0.101292 11
42 0.639867 0.4575 0.036687 0.0873079 12
42 0.8002 0.562723 0.064243 0.10552 11
42 0.640473 0.450844 0.0374158 0.0898423 12
42 0.803157 0.560119 0.0653266 0.107136 11
42 0.640668 0.448327 0.0376758 0.090847 12
42 0.804158 0.559287 0.0657091 0.107702 11
42 0.640755 0.447425 0.037587 0.0914867 12
42 0.807227 0.556766 0.0661884 0.110348 11
42 0.641099 0.444908 0.0375463 0.0927744 12
42 0.815862 0.550078 0.0675325 0.114687 11
42 0.641053 0.439967 0.0385187 0.0965127 12
42 0.822496 0.544694 0.0686747 0.120907 11
42 0.641522 0.43609 0.0389411 0.0983907 12
42 0.833421 0.535276 0.0694873 0.123628 11
42 0.641194 0.43179 0.0397926 0.0970081 12
42 0.837506 0.531881 0.0697578 0.124586 11
42 0.641049 0.430501 0.0402256 0.0964625 12
42 0.843236 0.526485 0.0707993 0.128407 11
42 0.641116 0.426375 0.0404132 0.0962109 12
42 0.850451 0.518666 0.0704267 0.132675 11
42 0.641261 0.421286 0.0406805 0.0970431 12
42 0.85307 0.515921 0.070173 0.134228 11
42 0.64136 0.419877 0.0406078 0.0974356 12
42 0.858464 0.510867 0.0709098 0.138895 11
42 0.641166 0.416638 0.0411698 0.097634 12
42 0.877679 0.491493 0.0743771 0.155558 11
42 0.641428 0.404906 0.0424672 0.100777 12
42 0.884846 0.484137 0.0756964 0.161859 11
42 0.641544 0.400521 0.0429033 0.102017 12
42 0.900865 0.466818 0.0765962 0.168558 11
42 0.641439 0.393809 0.0443348 0.106756 12
42 0.912748 0.450969 0.0797545 0.177216 11
42 0.641502 0.389701 0.0440157 0.108441 12
42 0.917124 0.444863 0.0810926 0.180564 11
42 0.641454 0.388201 0.0440756 0.109014 12
42 0.918552 0.44278 0.0814646 0.181601 11
42 0.64141 0.38771 0.044142 0.109334 12
42 0.941882 0.413279 0.0772923 0.203146 11
42 0.642202 0.377118 0.0460062 0.113632 12
42 0.950682 0.402261 0.0752354 0.210757 11
42 0.642487 0.37308 0.0465866 0.115164 12
42 0.953629 0.398086 0.0744781 0.213621 11
42 0.642587 0.37163 0.0469072 0.115845 12
42 0.961767 0.382606 0.0727122 0.219209 11
42 0.642737 0.368444 0.0486781 0.11686 12
42 0.964264 0.377095 0.0714723 0.221097 11
42 0.642806 0.367227 0.0493053 0.116881 12
42 0.642558 0.354651 0.0489334 0.115557 12
42 0.642833 0.343237 0.0505157 0.123313 12
42 0.642905 0.339009 0.0511135 0.126072 12
42 0.642938 0.337486 0.0513657 0.1271 12
42 0.642628 0.331641 0.0524692 0.125661 12
42 0.642388 0.321805 0.0548095 0.129779 12
42 0.642535 0.308584 0.0561232 0.14033 12
42 0.642606 0.303745 0.0565363 0.144419 12
42 0.642581 0.297164 0.0576393 0.149968 12
42 0.642696 0.290472 0.0597647 0.155104 12
42 0.642714 0.288139 0.0606995 0.156869 12
42 0.644273 0.278445 0.0642452 0.177963 12
42 0.541235 0.533617 0.0341011 0.0599601
42 0.540273 0.535057 0.0343566 0.057028 13
42 0.54005 0.535345 0.0344908 0.0565505 13
42 0.538759 0.532484 0.035844 0.0569514 13
42 0.537658 0.530172 0.0368176 0.0585199 13
42 0.537262 0.529536 0.0371311 0.059161 13
42 0.536136 0.526949 0.036804 0.0595899 13
42 0.535443 0.525444 0.0370031 0.0593738 13
42 0.535161 0.524973 0.0370699 0.0594071 13
42 0.534131 0.517612 0.037775 0.0625895 13
42 0.533747 0.51533 0.0379953 0.0637627 13
42 0.531298 0.507705 0.0369125 0.0641483 13
42 0.530383 0.501067 0.0372131 0.066555 13
42 0.529295 0.497311 0.0376073 0.0677773 13
42 0.528968 0.495463 0.0376309 0.0685618 13
42 0.527525 0.489684 0.0385625 0.0667646 13
42 0.526515 0.485683 0.0390093 0.0658095 13
42 0.526101 0.484543 0.0391717 0.0654739 13
42 0.52529 0.477528 0.0406666 0.0671193 13
42 0.524415 0.473941 0.04186 0.0676448 13
42 0.524076 0.472744 0.0422642 0.0678421 13
42 0.523164 0.472424 0.0416385 0.067037 13
42 0.522235 0.471831 0.0413614 0.0684052 13
42 0.521859 0.471558 0.0412256 0.0688605 13
42 0.520535 0.473223 0.0417181 0.0679158 13
42 0.518841 0.474304 0.0421509 0.0680626 13
42 0.518163 0.474453 0.042302 0.0680131 13
42 0.515104 0.475766 0.0427333 0.0695328 13
42 0.512819 0.47401 0.0434363 0.0695639 13
42 0.511952 0.473399 0.0437387 0.0697521 13
42 0.510544 0.468755 0.0448919 0.0687762 13
42 0.509408 0.463363 0.0466466 0.0725238 13
42 0.508974 0.461578 0.0473685 0.0739431 13
42 0.50888 0.460963 0.0474867 0.0740413 13
42 0.504839 0.449246 0.0486557 0.0739886 13
42 0.502551 0.442794 0.0487306 0.0760101 13
42 0.501225 0.438474 0.0484312 0.0777614 13
42 0.500711 0.437106 0.0481851 0.0783111 13
42 0.499237 0.431355 0.0493359 0.0807321 13
42 0.498671 0.429324 0.0496664 0.0816076 13
42 0.496853 0.424852 0.0502489 0.0843399 13
42 0.495459 0.421831 0.0506018 0.083781 13
42 0.493693 0.417944 0.0517556 0.0845291 13
42 0.493012 0.416601 0.0522583 0.0847943 13
42 0.491719 0.415501 0.0522685 0.0820515 13
42 0.488196 0.408577 0.0525807 0.0817292 13
42 0.486771 0.406066 0.0526862 0.0817369 13
42 0.485234 0.402724 0.0529771 0.0841226 13
42 0.484656 0.401676 0.0530625 0.0850822 13
42 0.483425 0.395919 0.0544643 0.0886383 13
42 0.480268 0.385522 0.0556629 0.0903722 13
42 0.479042 0.381675 0.0561371 0.0912227 13
48 0.690004 0.655458 0.0217699 0.06735 14
42 0.477467 0.377322 0.0568695 0.0918633 13
48 0.690755 0.655152 0.0213607 0.0672296 14
42 0.474181 0.371466 0.0568896 0.0910266 13
42 0.472922 0.369532 0.0568685 0.0907311 13
42 0.471223 0.366501 0.0560372 0.0902735 13
42 0.470641 0.365556 0.0557617 0.0901886 13
42 0.467039 0.355418 0.0586304 0.0943694 13
48 0.694736 0.651008 0.0216319 0.0618977 14
42 0.46471 0.347578 0.0593205 0.0961443 13
48 0.695849 0.64996 0.0218676 0.0641208 14
42 0.463882 0.344741 0.059408 0.0964373 13
48 0.696242 0.649928 0.0219233 0.0646522 14
42 0.462311 0.340416 0.0600811 0.100645 13
48 0.697137 0.649978 0.0223987 0.0669836 14
42 0.458325 0.331714 0.0613763 0.100875 13
48 0.698894 0.647745 0.0230839 0.0675574 14
42 0.454086 0.318288 0.0624104 0.105754 13
48 0.702436 0.644813 0.0222171 0.0680858 14
42 0.45246 0.313456 0.0627004 0.107704 13
48 0.703659 0.64383 0.0218653 0.068201 14
42 0.451138 0.307803 0.0634348 0.103784 13
48 0.705031 0.642721 0.0223939 0.0679607 14
42 0.450736 0.30596 0.0636977 0.102118 13
48 0.705528 0.64245 0.0225892 0.06789 14
42 0.447423 0.297956 0.0655777 0.105706 13
48 0.7076 0.64086 0.0233211 0.0696181 14
42 0.443906 0.289658 0.06588 0.10975 13
48 0.709279 0.640032 0.0237678 0.071699 14
42 0.44261 0.286603 0.0660145 0.11113 13
48 0.709887 0.63978 0.0239311 0.072438 14
42 0.436553 0.268453 0.0661487 0.121218 13
48 0.713126 0.637358 0.0263618 0.07634 14
42 0.432804 0.258365 0.0675439 0.126029 13
48 0.715077 0.635671 0.02658 0.079323 14
42 0.431441 0.254898 0.0681059 0.128378 13
48 0.715788 0.635159 0.026651 0.0804641 14
42 0.428556 0.249201 0.0671735 0.127051 13
48 0.717124 0.634567 0.0263498 0.0802061 14
42 0.423553 0.234548 0.0696327 0.127204 13
48 0.720114 0.633064 0.026795 0.0827061 14
42 0.421667 0.228739 0.0707783 0.126121 13
48 0.721026 0.633076 0.026437 0.0822343 14
42 0.420298 0.219023 0.0735172 0.135057 13
48 0.722813 0.632545 0.0280044 0.0842297 14
48 0.749787 0.621791 0.0365942 0.107059
48 0.752158 0.621738 0.0374377 0.108493 15
48 0.752547 0.621782 0.037599 0.108735 15
48 0.762348 0.613924 0.0389391 0.117153 15
48 0.765249 0.611745 0.0393471 0.119816 15
48 0.769368 0.609361 0.0407535 0.12198 15
48 0.78663 0.594098 0.0435823 0.137584 15
48 0.792705 0.58954 0.0445447 0.143022 15
48 0.798609 0.583747 0.045737 0.144239 15
48 0.804161 0.581306 0.0470034 0.14601 15
48 0.806028 0.580653 0.0474883 0.146717 15
48 0.828701 0.566178 0.0515497 0.165178 15
48 0.837061 0.560341 0.0530907 0.172121 15
48 0.84534 0.554934 0.0550877 0.183666 15
48 0.853539 0.550398 0.0566365 0.192444 15
48 0.856495 0.548601 0.057202 0.19562 15
48 0.883696 0.529485 0.0572396 0.207804 15
48 0.893926 0.521943 0.0571414 0.212269 15
48 0.89756 0.519121 0.057037 0.213783 15
48 0.906407 0.512458 0.0580408 0.219998 15
48 0.909484 0.509934 0.0583721 0.222225 15
42 0.695367 0.650458 0.0369573 0.0551567
42 0.695523 0.651132 0.0358703 0.0555184 16
42 0.695529 0.651384 0.0356234 0.0551115 16
42 0.696343 0.650591 0.0361468 0.0570442 16
42 0.697171 0.650099 0.0367407 0.0572824 16
42 0.697386 0.650115 0.0368518 0.0572251 16
42 0.697897 0.649946 0.0374486 0.0572624 16
42 0.699006 0.648738 0.0387589 0.0578501 16
42 0.699992 0.647777 0.039245 0.058972 16
42 0.700314 0.647516 0.0394033 0.0593644 16
42 0.702628 0.646187 0.0407028 0.0586563 16
42 0.704107 0.645715 0.0423409 0.0578072 16
42 0.704577 0.645856 0.0427135 0.0572102 16
42 0.706103 0.642883 0.0422741 0.0572608 16
42 0.707175 0.641172 0.0419035 0.0567116 16
42 0.708195 0.640591 0.0413781 0.0564714 16
42 0.708528 0.640635 0.0410736 0.0564149 16
42 0.709356 0.640339 0.040776 0.0567939 16
42 0.710979 0.639229 0.0424037 0.0590226 16
42 0.713237 0.638645 0.0450493 0.0628072 16
42 0.714091 0.638566 0.0461531 0.0641963 16
42 0.715186 0.638901 0.0476243 0.0641985 16
42 0.716358 0.637655 0.0479837 0.0650985 16
42 0.716784 0.637161 0.0480726 0.0652137 16
42 0.718454 0.636064 0.048607 0.0656287 16
42 0.720061 0.635549 0.049179 0.0669356 16
42 0.72065 0.635053 0.0494353 0.06649 16
42 0.722955 0.634324 0.0530673 0.0666755 16
42 0.724556 0.63342 0.0555166 0.0673216 16
42 0.72519 0.633076 0.0564926 0.0676588 16
42 0.727258 0.632329 0.0567748 0.0686065 16
42 0.732631 0.628604 0.0571305 0.0706143 16
42 0.734618 0.627421 0.0572265 0.0713604 16
42 0.73642 0.625637 0.0578285 0.0728487 16
42 0.738277 0.624122 0.0583942 0.0743006 16
42 0.739003 0.623675 0.0586912 0.0749142 16
42 0.741623 0.622039 0.0593196 0.0780794 16
42 0.744062 0.621037 0.0601465 0.0796831 16
42 0.74498 0.620778 0.0604325 0.0802887 16
42 0.748502 0.61886 0.0625601 0.0819459 16
42 0.751697 0.617232 0.064738 0.0833379 16
42 0.752913 0.616601 0.0655857 0.0838614 16
42 0.756509 0.612888 0.0671333 0.0875205 16
42 0.761839 0.608456 0.0694699 0.0917975 16
42 0.763861 0.606742 0.0703404 0.0934638 16
42 0.766452 0.604232 0.0710899 0.095361 16
42 0.77249 0.601705 0.0747985 0.0993608 16
42 0.774787 0.600624 0.0761873 0.100888 16
42 0.778316 0.597667 0.0779322 0.105055 16
42 0.779678 0.596557 0.0785459 0.106654 16
42 0.78236 0.594228 0.0797509 0.10956 16
42 0.78547 0.592554 0.0784163 0.113203 16
42 0.796918 0.586003 0.0820952 0.115739 16
42 0.801221 0.583382 0.0835286 0.116767 16
42 0.805601 0.579696 0.0858125 0.11912 16
42 0.807236 0.578385 0.0867126 0.119888 16
42 0.815858 0.573562 0.0903874 0.128142 16
42 0.822281 0.567092 0.0938776 0.134793 16
42 0.824743 0.564606 0.0951845 0.137146 16
42 0.829348 0.561318 0.0964557 0.144782 16
42 0.835828 0.558101 0.0989459 0.151863 16
42 0.854068 0.53859 0.102638 0.160986 16
42 0.861098 0.530936 0.104 0.164394 16
42 0.876088 0.519197 0.105963 0.175304 16
42 0.88175 0.514809 0.106629 0.179449 16
42 0.883718 0.513264 0.106863 0.180962 16
42 0.898187 0.49996 0.11259 0.19265 16
42 0.918102 0.477259 0.111634 0.210227 16
42 0.925735 0.468531 0.111127 0.216952 16
42 0.943232 0.441863 0.106733 0.234666 16
42 0.948537 0.431378 0.102925 0.24145 16
42 0.954827 0.421432 0.0903457 0.250164 16
42 0.969713 0.393375 0.0605741 0.278778 16
42 0.974652 0.382354 0.0506952 0.289835 16
42 0.975715 0.378079 0.0485701 0.293799 16
42 0.70343 0.632699 0.0401726 0.0541492
42 0.703487 0.632729 0.0401697 0.0540786 17
42 0.705822 0.633421 0.0404546 0.0508828 17
42 0.708455 0.633382 0.0413796 0.0541615 17
42 0.709254 0.63321 0.0416703 0.055304 17
42 0.709422 0.633146 0.0417845 0.0557167 17
42 0.710955 0.630211 0.041896 0.0575016 17
42 0.711498 0.629377 0.042025 0.0581794 17
42 0.712353 0.626829 0.0425296 0.0580621 17
42 0.713654 0.624108 0.0430105 0.0591144 17
42 0.716408 0.6189 0.0437537 0.0617192 17
42 0.71742 0.617587 0.0439256 0.0626063 17
42 0.7187 0.615391 0.0449647 0.0649126 17
42 0.722875 0.610938 0.0466875 0.0683315 17
42 0.724399 0.60996 0.0473106 0.0696945 17
42 0.724925 0.609632 0.0475158 0.070156 17
42 0.727171 0.605766 0.0489751 0.0687163 17
42 0.727856 0.604686 0.049512 0.0681741 17
42 0.730846 0.601162 0.0495997 0.0690793 17
42 0.731949 0.600129 0.0496508 0.0694982 17
42 0.733729 0.59832 0.0507087 0.0711353 17
42 0.734288 0.597756 0.0510619 0.0718075 17
42 0.737412 0.594706 0.0526357 0.0715808 17
42 0.740521 0.59404 0.0534588 0.074671 17
42 0.744351 0.59252 0.0551515 0.0770318 17
42 0.745743 0.591981 0.0557606 0.0778743 17
42 0.749749 0.588912 0.057576 0.0786226 17
42 0.753506 0.584721 0.0587896 0.0821512 17
42 0.754882 0.583454 0.0592459 0.0835011 17
42 0.759834 0.578396 0.0601262 0.0899141 17
42 0.763544 0.574926 0.0608408 0.0901128 17
42 0.764828 0.573645 0.0610554 0.0903045 17
42 0.767569 0.569485 0.0619502 0.0927674 17
42 0.775258 0.559209 0.0639556 0.097831 17
42 0.778252 0.555604 0.06466 0.0997092 17
42 0.779306 0.554277 0.0648763 0.100364 17
42 0.779602 0.55385 0.0649316 0.100572 17
42 0.78551 0.549306 0.0681663 0.104412 17
42 0.793336 0.539876 0.0689223 0.10687 17
42 0.799938 0.532783 0.0695557 0.109925 17
42 0.806062 0.527024 0.0713593 0.115954 17
42 0.808316 0.524686 0.0720692 0.118142 17
42 0.810359 0.519051 0.070552 0.125886 17
42 0.811772 0.51351 0.0613718 0.126172 17
42 0.811981 0.51145 0.0575978 0.126286 17
42 0.831589 0.495307 0.070751 0.137967 17
42 0.841528 0.482635 0.0696514 0.143259 17
42 0.849068 0.472721 0.0668984 0.150168 17
5 0.459925 0.60951 0.0154581 0.0542003
5 0.432238 0.593259 0.0163326 0.0625995
5 0.51316 0.601466 0.0229275 0.0721569
5 0.512249 0.600371 0.0229646 0.0724039 20
5 0.512027 0.600168 0.0230108 0.0725202 20
5 0.507168 0.596198 0.0219001 0.0733714 20
5 0.50171 0.592781 0.022087 0.0754025 20
5 0.499414 0.590666 0.0226403 0.0772601 20
5 0.498733 0.590049 0.0228042 0.0778353 20
5 0.497315 0.588839 0.023778 0.079416 20
5 0.496467 0.588521 0.0242388 0.0815025 20
5 0.494696 0.589385 0.0246956 0.0835428 20
5 0.493306 0.590714 0.0246622 0.0841808 20
5 0.384686 0.562814 0.0171863 0.0738575 21
5 0.492837 0.591165 0.0246851 0.0842563 20
5 0.384349 0.562212 0.0172015 0.0744186 21
5 0.357654 0.548626 0.0170169 0.0783145
5 0.468895 0.569411 0.0290644 0.101965
5 0.438817 0.544426 0.036593 0.113791
5 0.438781 0.544391 0.0366005 0.113739 24
5 0.435187 0.540275 0.0388276 0.120621 24
5 0.420435 0.529932 0.0402373 0.127747 24
5 0.413037 0.526906 0.0424432 0.136302 24
5 0.410749 0.525954 0.0431522 0.138906 24
5 0.405771 0.522155 0.0421684 0.140128 24
5 0.39359 0.514655 0.0421767 0.146796 24
5 0.389293 0.511815 0.0420338 0.14881 24
5 0.381368 0.504229 0.0426706 0.159371 24
5 0.376083 0.498011 0.0437761 0.16277 24
5 0.37432 0.495568 0.0441305 0.163667 24
5 0.365128 0.482983 0.0450219 0.171154 24
5 0.361744 0.47839 0.0452179 0.173707 24
5 0.353756 0.46987 0.0452428 0.181784 24
5 0.347249 0.464408 0.0443662 0.187613 24
5 0.34502 0.462515 0.0439653 0.189716 24
5 0.33807 0.453795 0.0455144 0.196392 24
48 0.546426 0.625172 0.0176912 0.0518148
48 0.545746 0.623606 0.0192129 0.0554791 25
48 0.545547 0.623441 0.0194846 0.0561587 25
48 0.545427 0.623223 0.0193485 0.055584 25
48 0.545356 0.623227 0.0192835 0.0553603 25
48 0.544976 0.621748 0.0190887 0.0551762 25
