Sign_class x1 y1 x2 y2 ID
33 0.958009 0.395696 0.0839828 0.202867 11
33 0.642466 0.374094 0.0490451 0.108083 13
33 0.962682 0.384182 0.0746364 0.210972 11
33 0.96424 0.380144 0.07152 0.214096 11
33 0.641503 0.34845 0.0544491 0.119256 13
33 0.640388 0.332261 0.0592476 0.123464 13
33 0.640759 0.319193 0.0622299 0.130487 13
33 0.641923 0.302674 0.065197 0.135951 13
33 0.642388 0.296665 0.0662193 0.137921 13
33 0.642727 0.290253 0.0671464 0.143489 13
33 0.643306 0.283115 0.0682309 0.148445 13
33 0.643549 0.28074 0.0685338 0.150163 13
33 0.644286 0.2662 0.0686742 0.159996 13
33 0.644891 0.25443 0.0692555 0.165376 13
33 0.645105 0.250234 0.069397 0.167448 13
33 0.646651 0.23397 0.0714363 0.174948 13
33 0.646487 0.222041 0.0722411 0.176222 13
33 0.646392 0.217738 0.0725238 0.176578 13
33 0.645037 0.202801 0.0760412 0.179721 13
33 0.645452 0.184049 0.0803407 0.186353 13
33 0.645593 0.177235 0.0819131 0.189061 13
33 0.647053 0.171717 0.0839312 0.191071 13
33 0.647484 0.162065 0.0863851 0.172459 13
33 0.647607 0.159082 0.0872839 0.164712 13
38 0.676081 0.651315 0.0150925 0.0456557
38 0.67608 0.651314 0.0150818 0.0456738 14
38 0.677499 0.650396 0.0168211 0.0459562 14
38 0.678855 0.650505 0.0177795 0.0471507 14
33 0.494497 0.422423 0.0507918 0.0716609 15
38 0.679622 0.650221 0.0185412 0.0481231 14
33 0.493294 0.419718 0.0510206 0.0753109 15
38 0.679721 0.650187 0.0187248 0.0483485 14
33 0.492814 0.41892 0.0510735 0.0761751 15
38 0.682863 0.652413 0.0190996 0.0477912 14
38 0.683791 0.652974 0.0192463 0.0474978 14
38 0.686716 0.654878 0.0198388 0.0508954 14
38 0.689041 0.653424 0.0219012 0.0558504 14
33 0.477136 0.384086 0.0570596 0.0778124 15
38 0.689793 0.653002 0.0226675 0.0577966 14
33 0.475623 0.381027 0.0576031 0.0777737 15
38 0.690625 0.652166 0.0230629 0.0586804 14
33 0.474442 0.377317 0.0578701 0.0790429 15
38 0.692661 0.650167 0.0237079 0.0599035 14
33 0.471136 0.371345 0.0580093 0.0783375 15
38 0.69329 0.649616 0.0239479 0.0604722 14
33 0.469947 0.369494 0.0579743 0.0781479 15
38 0.69407 0.649125 0.0238845 0.0595038 14
33 0.468816 0.363967 0.0596785 0.0788455 15
38 0.694256 0.649066 0.0238292 0.0590471 14
33 0.468625 0.362366 0.0598651 0.0798977 15
38 0.695949 0.647181 0.0226658 0.0582285 14
33 0.465052 0.352582 0.0606636 0.0841692 15
38 0.697256 0.646592 0.0232012 0.0597485 14
33 0.46324 0.346039 0.0604714 0.0851105 15
38 0.69768 0.646539 0.0233931 0.0603143 14
33 0.462638 0.343821 0.0603698 0.0854976 15
38 0.698402 0.646009 0.0232107 0.0620315 14
33 0.460304 0.338293 0.0617115 0.0858633 15
38 0.700374 0.644075 0.0248296 0.0657653 14
38 0.703423 0.642251 0.0265375 0.0677891 14
38 0.704461 0.641561 0.0272334 0.0687177 14
38 0.705419 0.641504 0.0273846 0.0697646 14
33 0.448361 0.306969 0.063937 0.092329 15
38 0.705756 0.641557 0.0274443 0.0701542 14
33 0.447247 0.304019 0.064139 0.0931103 15
38 0.707789 0.640236 0.0272371 0.0687158 14
33 0.443194 0.293489 0.0652945 0.0964453 15
38 0.709528 0.638343 0.0271272 0.068023 14
38 0.710158 0.63775 0.0270502 0.0677359 14
38 0.713837 0.636306 0.0293822 0.0728658 14
33 0.431737 0.263159 0.0715437 0.102719 15
38 0.715803 0.635703 0.0302101 0.0754158 14
38 0.716514 0.635579 0.0305138 0.0763016 14
38 0.717509 0.635556 0.0310252 0.0776922 14
38 0.720136 0.632896 0.0324111 0.0816148 14
33 0.418908 0.225186 0.0768762 0.115676 15
38 0.721106 0.631594 0.0332567 0.0831542 14
38 0.723289 0.631078 0.0339239 0.0811977 14
38 0.72706 0.630734 0.0347418 0.0833039 14
33 0.408295 0.198886 0.0777729 0.123289 15
38 0.728369 0.63059 0.0350305 0.0839935 14
33 0.407063 0.195885 0.0778591 0.124285 15
38 0.730262 0.629978 0.0355671 0.08753 14
33 0.404782 0.185344 0.0779972 0.124751 15
38 0.7326 0.628919 0.0367585 0.0893578 14
38 0.733395 0.628492 0.037214 0.0900172 14
38 0.739051 0.626342 0.0385352 0.0965192 14
33 0.392895 0.157025 0.0754118 0.132809 15
38 0.742782 0.625409 0.0389056 0.101539 14
33 0.388625 0.147607 0.0718414 0.130958 15
38 0.744093 0.624968 0.0390218 0.103496 14
33 0.387214 0.144385 0.0707429 0.130333 15
38 0.748942 0.621489 0.0399486 0.108957 14
38 0.753306 0.619946 0.0424788 0.110591 14
38 0.754818 0.619417 0.0434123 0.11109 14
38 0.760282 0.616045 0.0438437 0.118352 14
38 0.765075 0.613015 0.0442176 0.123601 14
38 0.766719 0.61195 0.0443055 0.125145 14
38 0.770368 0.607854 0.0456042 0.127254 14
38 0.777024 0.601127 0.0469711 0.131626 14
38 0.779361 0.599076 0.0474417 0.133304 14
38 0.783301 0.596459 0.0477381 0.13862 14
38 0.791414 0.590093 0.050528 0.143349 14
38 0.794288 0.588078 0.0515472 0.145135 14
38 0.799005 0.585523 0.0528045 0.146563 14
38 0.804054 0.582462 0.0534383 0.148903 14
38 0.805831 0.581459 0.0536649 0.149728 14
38 0.820145 0.571884 0.0560303 0.16173 14
38 0.833653 0.562344 0.0584417 0.173033 14
38 0.838691 0.558374 0.0593553 0.177437 14
38 0.846085 0.554674 0.0595738 0.182486 14
38 0.854033 0.552075 0.0609323 0.186023 14
38 0.856885 0.551012 0.0614107 0.187395 14
38 0.864043 0.544498 0.0622798 0.195322 14
38 0.886429 0.527227 0.0636672 0.209317 14
38 0.894745 0.520486 0.0641595 0.214572 14
38 0.897707 0.517949 0.0643111 0.216536 14
38 0.906369 0.51056 0.0640094 0.22497 14
38 0.909389 0.50772 0.0638195 0.228132 14
38 0.935804 0.483902 0.065608 0.244237 14
38 0.945578 0.474829 0.0662658 0.250424 14
38 0.966214 0.454474 0.0590233 0.263282 14
38 0.972848 0.446613 0.0543044 0.268469 14
33 0.702833 0.650563 0.0374478 0.047817
33 0.70354 0.649827 0.0383501 0.0478841 16
33 0.703678 0.649785 0.0385212 0.0479171 16
33 0.705214 0.645999 0.03978 0.0512617 16
33 0.706205 0.6449 0.0404031 0.0523702 16
33 0.707323 0.644594 0.0408155 0.0519126 16
33 0.707785 0.644529 0.0406921 0.0522521 16
33 0.708847 0.643893 0.0409821 0.0530248 16
33 0.710849 0.643138 0.0416943 0.0543834 16
33 0.71297 0.640412 0.0443531 0.058303 16
33 0.713742 0.639534 0.0453187 0.0597863 16
33 0.715201 0.638837 0.046723 0.0612899 16
33 0.71639 0.638486 0.0473933 0.0626009 16
33 0.716797 0.638303 0.0476362 0.0631914 16
33 0.718681 0.638102 0.0483612 0.0639634 16
33 0.720216 0.638072 0.0489393 0.0635369 16
33 0.720791 0.638154 0.0491195 0.0632866 16
33 0.722899 0.637717 0.050594 0.0630746 16
33 0.72466 0.636939 0.0521617 0.0640222 16
33 0.725312 0.636702 0.0527587 0.0644584 16
33 0.726764 0.635828 0.0527041 0.065027 16
33 0.731983 0.632385 0.0555167 0.0686128 16
33 0.733902 0.631295 0.0565618 0.0699639 16
33 0.73643 0.630199 0.0586541 0.0712211 16
33 0.738176 0.628336 0.0589519 0.0735254 16
33 0.738823 0.627751 0.0590302 0.0743605 16
33 0.741642 0.624199 0.0603109 0.0775643 16
33 0.744656 0.623681 0.062223 0.0778499 16
33 0.745796 0.623595 0.0629345 0.0779535 16
33 0.748839 0.621847 0.0631411 0.0787377 16
33 0.752059 0.620778 0.0639253 0.0800435 16
33 0.753243 0.620338 0.0641627 0.080499 16
33 0.757109 0.616533 0.0661141 0.0853943 16
33 0.763416 0.612175 0.0704523 0.0897309 16
33 0.76582 0.610465 0.0720725 0.0914415 16
33 0.768459 0.608405 0.0726007 0.0932645 16
33 0.774461 0.604273 0.0773161 0.0991705 16
33 0.776758 0.602584 0.0790935 0.101374 16
33 0.779138 0.599492 0.0790554 0.106176 16
33 0.779971 0.598365 0.0789729 0.107945 16
33 0.782347 0.596044 0.079447 0.110856 16
33 0.78595 0.59374 0.081035 0.113272 16
33 0.796627 0.586384 0.0853649 0.121728 16
33 0.800691 0.583622 0.0870325 0.125041 16
33 0.805968 0.579983 0.0885878 0.127469 16
33 0.808391 0.578359 0.0893762 0.127921 16
33 0.817508 0.572625 0.0916117 0.130572 16
33 0.824085 0.566928 0.0955256 0.135717 16
33 0.826543 0.564802 0.0969317 0.137621 16
33 0.831168 0.561154 0.0979424 0.141281 16
33 0.83832 0.556094 0.0995466 0.146173 16
33 0.856909 0.541429 0.105437 0.155858 16
33 0.863992 0.535732 0.107668 0.159528 16
33 0.877765 0.5235 0.109853 0.170975 16
33 0.883003 0.518914 0.11062 0.175367 16
33 0.884736 0.517356 0.110955 0.177121 16
33 0.901464 0.502868 0.112175 0.187785 16
33 0.925496 0.481605 0.119553 0.204315 16
33 0.934512 0.473518 0.122265 0.210696 16
33 0.947302 0.446158 0.105395 0.219881 16
33 0.951315 0.435565 0.0973699 0.223368 16
33 0.95716 0.42218 0.0856802 0.238503 16
33 0.971014 0.39671 0.0579724 0.276108 16
33 0.975339 0.386616 0.0493214 0.29083 16
33 0.97626 0.38278 0.0474809 0.296778 16
33 0.744 0.591812 0.0563417 0.0782522
33 0.744008 0.591771 0.0563411 0.0783225 17
33 0.761709 0.574831 0.0625232 0.0882291 17
33 0.775558 0.56164 0.0679945 0.0948004 17
33 0.780158 0.557576 0.0697879 0.0968875 17
33 0.781182 0.556689 0.0702386 0.0973403 17
33 0.781064 0.556764 0.0701343 0.0972257 17
33 0.793123 0.544661 0.0732165 0.107229 17
37 0.566247 0.659733 0.0117968 0.038949
38 0.434095 0.598217 0.0154831 0.0581187
38 0.430958 0.59675 0.0152595 0.0576135 19
38 0.429581 0.596226 0.0153348 0.0576315 19
38 0.418025 0.582892 0.0160377 0.0577041
38 0.527696 0.601767 0.0234383 0.0596688
38 0.409987 0.577191 0.0165337 0.0606956
38 0.409987 0.577194 0.0165341 0.0606883 22
38 0.409987 0.577194 0.0165289 0.0606637 22
38 0.409054 0.575889 0.0162071 0.0615937 22
38 0.361755 0.54732 0.0176361 0.0708683
38 0.361758 0.547316 0.0176366 0.0708116 23
38 0.47422 0.561778 0.0423199 0.108023
38 0.47421 0.561775 0.0422956 0.107997 24
38 0.471672 0.560807 0.0419346 0.106501 24
38 0.468889 0.559437 0.0411095 0.104938 24
38 0.468091 0.559157 0.0408497 0.1044 24
38 0.451366 0.542363 0.0404696 0.116652 24
38 0.445744 0.53701 0.0403208 0.1207 24
38 0.438696 0.530205 0.0420446 0.126353 24
38 0.436322 0.527986 0.0426292 0.128223 24
38 0.429578 0.520865 0.0436689 0.137042 24
38 0.423889 0.517233 0.0446282 0.141682 24
38 0.421945 0.516109 0.0449636 0.143426 24
38 0.415579 0.505935 0.0452283 0.1488 24
38 0.410044 0.50057 0.045673 0.150317 24
38 0.408125 0.498761 0.0458032 0.15073 24
38 0.400382 0.491064 0.046942 0.154023 24
38 0.393997 0.482647 0.0476795 0.15819 24
38 0.391748 0.479728 0.0478948 0.159622 24
38 0.386944 0.474538 0.0470188 0.160785 24
38 0.372709 0.456152 0.0485345 0.164126 24
38 0.367511 0.449558 0.0490806 0.165227 24
38 0.361572 0.439382 0.0487071 0.166489 24
38 0.35007 0.421113 0.0493379 0.171823 24
38 0.345878 0.414468 0.0494969 0.173656 24
38 0.338855 0.405346 0.049126 0.18417 24
38 0.331268 0.396436 0.0503223 0.190638 24
38 0.328597 0.393264 0.0507439 0.193125 24
38 0.318259 0.378513 0.0451046 0.202184 24
38 0.314663 0.373271 0.0428242 0.205444 24
49 0.40201 0.56796 0.0209408 0.081283 22
49 0.401923 0.567937 0.0209998 0.081536 22
49 0.361735 0.535571 0.0256176 0.098992 23
49 0.361726 0.53543 0.025704 0.0993354 23
49 0.308143 0.485681 0.0229411 0.119464
49 0.308127 0.485711 0.0229176 0.119654 25
49 0.304593 0.48193 0.0175908 0.119072 25
32 0.515904 0.596284 0.0175665 0.114965
32 0.515906 0.596238 0.0175599 0.115056 26
32 0.497333 0.578942 0.022233 0.136757
32 0.497323 0.578968 0.0222008 0.136734 27
33 0.902708 0.474432 0.057396 0.0856062
